event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-27 10:34:24 UTC,view,37900136,2152167773222993940,,vega,54.44,557951876,538ca988-e466-4ecb-a7c2-6b44d2ad76b9
2019-10-26 17:08:33 UTC,view,28715778,2053013565228450757,apparel.shoes,nexpero,51.22,512410442,6b7b6898-a75b-4dfe-b58d-5ca0c5f4d09c
2019-10-20 03:14:57 UTC,view,1004321,2053013555631882655,electronics.smartphone,huawei,321.5,562096886,3c560510-7eee-42a0-abe0-cdc851fd4c0d
2019-10-13 15:18:31 UTC,view,24601540,2053013558618227283,,,1.24,513076697,34061a7c-c4d3-4748-bd0a-2d4fb684735a
2019-10-01 16:45:46 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,530082182,dd2dc06d-ad11-47b6-b00c-3a3a884f4a56
2019-10-05 20:58:46 UTC,view,12300261,2053013556311359947,construction.tools.drill,dewalt,114.65,524421129,1096e446-6b43-4c02-8075-6a2c830e0f59
2019-10-22 17:12:43 UTC,view,26204617,2053013563693335403,,,169.29,517813360,04cdc561-cbc7-4dda-8181-543f1481e326
2019-10-15 12:01:48 UTC,view,3601084,2053013563810775923,appliances.kitchen.washer,samsung,373.21,549440254,b43b39bc-7f12-4043-94de-22faaad66d3a
2019-10-15 09:01:18 UTC,view,1004857,2053013555631882655,electronics.smartphone,samsung,130.74,515278482,0e4399a2-d0ca-4da2-94d0-b3990df0f42c
2019-10-29 06:28:09 UTC,view,8901601,2053013553090134275,kids.toys,huile,11.58,518090167,4ac34ad3-f56a-478c-b33a-3aa15de888c4
2019-10-16 06:18:48 UTC,view,1500258,2053013552955916539,computers.peripherals.printer,epson,267.44,517707216,77d7437a-0657-4db6-a5b5-6cf7f90e128b
2019-10-21 15:45:06 UTC,view,1003281,2053013555631882655,electronics.smartphone,samsung,525.08,540904818,31002ffa-1a43-44a1-a377-a05da04dffe5
2019-10-19 06:59:53 UTC,view,1004210,2053013555631882655,electronics.smartphone,samsung,88.55,524385453,d7b440db-d005-4793-bd2b-676855ae1414
2019-10-16 10:48:38 UTC,view,16800160,2053013558316237377,furniture.kitchen.table,,86.23,560814669,0ebd4239-394d-46a6-be9b-cd5def9b2280
2019-10-15 11:45:01 UTC,view,14300018,2053013557603205653,electronics.audio.music_tools.piano,cortland,77.2,535785485,0186301f-7b87-402b-b382-034a054bd501
2019-10-29 16:42:32 UTC,view,2501788,2053013564003713919,appliances.kitchen.oven,samsung,900.85,513875118,5c195c81-f020-4792-ae42-5269bf9d8096
2019-10-04 13:50:43 UTC,view,14400019,2053013558492398155,,xiaomi,21.85,548466718,d5dfc08b-9f26-4d53-ac3e-9059a8c862ca
2019-10-21 01:16:55 UTC,view,1306660,2053013558920217191,computers.notebook,hp,321.26,512654759,1313578a-336c-48d7-8f7c-57db721796c1
2019-10-26 14:46:30 UTC,view,11900429,2084217994270999025,,kingsong,1992.33,558470843,2b994377-82ad-4527-9612-f7c50d9c9306
2019-10-16 08:50:30 UTC,view,17600671,2053013558895051365,,lirene,7.21,550119397,24ae33ad-51ca-454b-850a-499462aa2ce9
2019-10-11 06:52:20 UTC,view,2800433,2053013563835941749,appliances.kitchen.refrigerators,haier,282.86,559051685,61b99d00-01d4-4f00-8321-8b7cc758efa5
2019-10-27 21:18:18 UTC,view,4803878,2053013554658804075,electronics.audio.headphone,xiaomi,43.5,550569498,d32e943a-adbb-4f9f-9bac-759ba81e9726
2019-10-23 16:36:31 UTC,view,1005031,2053013555631882655,electronics.smartphone,xiaomi,182.98,513879098,b1d05ec4-35bb-4122-ae50-7f09261d02d0
2019-10-14 13:43:05 UTC,view,13901770,2053013557343158789,construction.components.faucet,bravat,150.98,516462428,a96500e5-837f-4908-a4e8-ac5fc051d47b
2019-10-12 14:04:57 UTC,view,1005209,2053013555631882655,electronics.smartphone,apple,424.7,559503722,3380ebe6-a704-40d8-b66f-3dbec7df37e9
2019-10-13 15:48:56 UTC,view,42700006,2100065080828756704,auto.accessories.winch,t-max,647.12,513272130,1c2bbec9-4592-43d6-a501-e7e719660796
2019-10-24 19:54:03 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,756.71,532529513,4045bdca-6105-4fbb-9a41-57244d8c8676
2019-10-17 04:46:05 UTC,view,5800723,2053013553945772349,electronics.audio.subwoofer,mystery,177.61,519129466,44ba8ca2-5bca-4683-99f5-016e7e8a02f7
2019-10-21 04:34:42 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,247.72,512626150,4d72b9af-138b-4600-a2bd-8d43ce91f64b
2019-10-02 13:33:34 UTC,view,6100130,2053013560866374351,auto.accessories.radar,ibox,63.06,556028882,16862071-48e2-4f44-8708-630ddf93a223
2019-10-12 05:25:28 UTC,view,13100471,2053013553526341921,,alcasta,190.48,517514662,926e2488-891e-4d14-87bb-ec332f7bf77c
2019-10-06 06:03:14 UTC,view,6100191,2053013560866374351,auto.accessories.radar,sho-me,83.97,514264246,2064ae3d-b795-4f5e-a3b0-19d314f4d36d
2019-10-15 00:59:12 UTC,view,4803015,2053013554658804075,electronics.audio.headphone,sony,38.59,543636878,506f9d43-8125-4686-ad2a-c665bf1a8620
2019-10-19 12:29:15 UTC,view,7100062,2053013555464110485,furniture.bedroom.bed,glamvers,134.88,514071953,2d8abe9a-7370-4267-9e58-9e729a91dab5
2019-10-08 11:03:26 UTC,view,1307067,2053013558920217191,computers.notebook,lenovo,252.0,512977640,0f9658e5-c406-4591-9414-84d521fde246
2019-10-19 17:31:51 UTC,view,18400053,2053013553912217915,,,84.94,513003383,15567a32-4ff6-45f9-845a-3f7f24f1001f
2019-10-14 01:14:40 UTC,view,4801838,2053013554658804075,electronics.audio.headphone,jbl,105.51,512502541,c2992002-5e50-4e19-9179-ae0d9063ef42
2019-10-10 14:41:21 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,746.17,545266537,093ae669-5a70-4025-9e5c-d7bec86a8aa9
2019-10-24 04:39:58 UTC,view,3100660,2053013555262783879,appliances.kitchen.blender,bosch,44.08,519132545,73f2268a-6834-46f9-9eb2-fa78c1bcf8f6
2019-10-13 08:57:39 UTC,view,1005193,2053013555631882655,electronics.smartphone,meizu,241.71,530625394,5d97e10f-f532-4534-879d-6523005ece4b
2019-10-19 11:52:23 UTC,view,4300266,2053013552385491165,,vitek,28.24,523948759,64a95286-b6ad-4d20-aa50-bd036f7bf0a0
2019-10-20 18:52:19 UTC,view,3800545,2053013566176363511,appliances.iron,braun,190.46,538716822,a275310f-e266-43c0-8413-9f91f7e4469d
2019-10-31 09:24:04 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1349.44,527816145,f50c4285-f8bd-49d0-a6d9-f101ab045122
2019-10-05 03:22:06 UTC,view,16500007,2053013556462354899,,omron,62.52,535469401,21fc8ced-4dca-42e4-93e5-388df459b972
2019-10-07 05:33:09 UTC,view,38300487,2078957452669223168,,,2.06,512616026,fb5793af-fc1d-410e-9b83-c8f03e8fb96c
2019-10-10 17:35:18 UTC,view,23300501,2053013561956893455,,arua,31.66,518413704,7ef1b60f-d395-44ee-803f-670e854794b1
2019-10-03 07:48:18 UTC,view,17300754,2053013553853497655,,versace,48.9,526074811,963474fc-00b1-44bd-b326-3ecc14073b84
2019-10-17 19:26:35 UTC,view,29502299,2053013566478352393,,mutant,76.32,513315071,c893aee5-8a21-4e5e-9926-fde5e682f077
2019-10-22 15:02:45 UTC,view,1307062,2053013558920217191,computers.notebook,asus,1030.23,555828067,83c8e9c0-1adf-4ecf-9bbb-f6d875af84d1
2019-10-31 04:03:30 UTC,view,17800718,2053013559868129947,computers.desktop,zeta,55.57,513305908,dd3f442c-aebf-4972-be5e-13b89ec8640d
2019-10-25 07:39:41 UTC,view,14300382,2053013557603205653,electronics.audio.music_tools.piano,denn,49.65,513480325,21a71f95-d234-42cc-add3-f0360453b169
2019-10-29 07:55:43 UTC,view,11100164,2053013555036291451,appliances.personal.scales,redmond,43.73,520017908,23fc9aa1-3e3a-48e9-bac6-bf44b6ada82d
2019-10-20 09:49:32 UTC,view,4802929,2053013554658804075,electronics.audio.headphone,elari,48.57,529950839,542c028f-29ca-4955-a74f-ef1db91fa24a
2019-10-21 17:59:00 UTC,view,7300476,2053013552863641845,,apacer,55.34,513059338,6159e36e-5db1-42b0-b26a-8c9269f5c63f
2019-10-16 18:10:24 UTC,view,1002524,2053013555631882655,electronics.smartphone,apple,534.38,512511358,49612e96-8b84-468b-98b8-f511231cadad
2019-10-06 04:15:06 UTC,view,2601584,2053013563970159485,,gorenje,360.34,557229407,4a2cfa37-5778-4d67-9958-7b871bbc7bf7
2019-10-21 04:11:18 UTC,view,3000069,2053013555120177537,appliances.kitchen.steam_cooker,polaris,35.99,512523303,35cf6cfb-93c4-45de-aa7c-8a6877f174bd
2019-10-28 08:32:10 UTC,view,1004723,2053013555631882655,electronics.smartphone,huawei,125.76,522239650,a37107e6-825d-4a7e-9487-6fe605376d22
2019-10-24 14:03:25 UTC,view,5301667,2053013563173241677,,rowenta,39.87,549964562,f07f2829-4f8e-474c-8d75-bcb27ea6c854
2019-10-01 08:02:59 UTC,view,1003524,2053013555631882655,electronics.smartphone,huawei,231.38,535376721,50f06bfa-06df-48ca-b826-65e7aa1286dc
2019-10-04 06:35:50 UTC,cart,1004833,2053013555631882655,electronics.smartphone,samsung,174.05,543856131,85c04994-2b1d-4b0b-8b17-a9124d5fe34d
2019-10-11 09:20:40 UTC,view,1004776,2053013555631882655,electronics.smartphone,xiaomi,183.27,558322685,96f31bac-1ca5-4335-92e8-764e489a4274
2019-10-02 07:01:18 UTC,view,3700937,2053013565983425517,appliances.environment.vacuum,karcher,235.78,512496988,ec79bde6-e980-4798-98f4-4223da2c18be
2019-10-26 03:30:33 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,986.83,537323740,fbe3dd22-b455-4c85-b92e-14807054b14d
2019-10-16 12:14:18 UTC,view,1004428,2053013555631882655,electronics.smartphone,huawei,643.23,545563123,2fc6d73d-fee5-4b5e-a4d5-9ef3d14a0daf
2019-10-27 15:27:30 UTC,view,2601912,2053013563970159485,,gefest,241.31,516452393,dd10a7e1-1af1-41ba-adaf-7ca28db9f352
2019-10-14 04:26:35 UTC,view,5500184,2053013563139687243,,philips,41.16,515578373,b7d39cb9-a380-4802-bb3c-75802efbedf7
2019-10-28 12:29:41 UTC,view,1480672,2053013561092866779,computers.desktop,hp,432.19,532133733,4a279b3b-5439-436a-b955-49edd0cab5bc
2019-10-22 06:25:37 UTC,view,7005751,2053013560346280633,kids.carriage,,77.2,537315402,441057b6-a82e-4a6b-8928-e9ec42c02c2a
2019-10-07 09:07:15 UTC,cart,2900022,2053013554776244595,appliances.kitchen.microwave,samsung,126.1,523139365,9ed5190c-042f-49ea-897f-a7e9ccc46e02
2019-10-09 15:09:08 UTC,view,1005138,2053013555631882655,electronics.smartphone,apple,1747.79,517411654,a3aafb9f-1d72-43fc-b4bc-d540c5f60bfc
2019-10-19 07:34:46 UTC,view,4803976,2053013554658804075,electronics.audio.headphone,samsung,115.65,517803813,d8b06698-c9e2-4c3d-af80-3d96e020c578
2019-10-03 16:26:31 UTC,view,1307281,2053013558920217191,computers.notebook,dell,1766.07,539049229,bfc6a3c7-a3dd-4b24-926a-5adf38b157e7
2019-10-08 07:51:30 UTC,view,1004873,2053013555631882655,electronics.smartphone,samsung,380.19,542689909,757e87d3-8585-470d-bbed-e948144aa61a
2019-10-27 11:38:29 UTC,view,1801690,2053013554415534427,electronics.video.tv,samsung,369.37,534749737,661f1932-b848-4bc8-9f78-f89e4700dd4d
2019-10-22 12:34:22 UTC,view,28719186,2116907519078040377,apparel.shoes,,115.06,512712974,cd9514db-e49a-48f2-9e59-b38caefb31c0
2019-10-22 06:28:40 UTC,view,1801881,2053013554415534427,electronics.video.tv,samsung,493.92,562855540,060116e4-e806-4b35-9ca8-3b7898f51450
2019-10-05 04:52:06 UTC,view,4804137,2053013554658804075,electronics.audio.headphone,huawei,102.94,517677366,21b55a17-685b-4459-96e9-16b6e37a82b0
2019-10-03 19:02:01 UTC,view,1307240,2053013558920217191,computers.notebook,asus,385.84,541493442,bb6693f5-7b10-42a1-971e-73d0f3c53bbf
2019-10-09 04:00:19 UTC,view,22700465,2053013556168753601,,startul,155.35,516488341,d257e152-8ed8-4077-aa8a-c417be00ac30
2019-10-24 07:47:54 UTC,view,31501191,2053013558031024687,,luminarc,100.36,557966865,2eac96c2-0666-4822-9b52-c0d494537696
2019-10-01 19:09:10 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,253.16,515453523,a61f2779-f289-4753-8e91-b8820081fbf6
2019-10-05 08:32:40 UTC,view,5300589,2053013563173241677,,vitek,11.81,556596294,83bee6ba-3162-4359-b814-3c1bff708945
2019-10-16 04:07:38 UTC,purchase,3300482,2053013555355058573,,redmond,84.92,515759096,21968173-99c9-4205-9fa7-8261da75ec2c
2019-10-25 13:28:42 UTC,view,5800699,2053013553945772349,electronics.audio.subwoofer,,102.96,533467594,b5eae090-4f1a-488e-9d62-2592b4a129e9
2019-10-14 19:07:36 UTC,view,1002524,2053013555631882655,electronics.smartphone,apple,584.31,513343418,f9279169-92c8-4c92-9f5d-ce1f14c0f3de
2019-10-18 08:40:36 UTC,view,7900980,2053013556487520725,furniture.kitchen.chair,lorelli-bertoni,77.21,535487355,7af22338-26ac-4cc7-b76f-e9f49722d327
2019-10-28 12:10:47 UTC,view,5701031,2053013553970938175,auto.accessories.player,alpine,823.7,548068189,bf6edf68-48bb-459a-ae0d-1b450debe0a4
2019-10-26 06:09:48 UTC,view,1004529,2053013555631882655,electronics.smartphone,samsung,396.15,526227583,ac3d9d99-d67f-44d5-a4b4-d803ccda38aa
2019-10-22 15:33:08 UTC,view,1480439,2053013561092866779,computers.desktop,pulser,926.64,513842964,e7fec2e8-c3b9-4a52-8a52-2536b06a581c
2019-10-22 16:53:09 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,131.53,553155872,075ce27d-5ff9-446c-99a7-d1e6636c07c7
2019-10-01 06:49:00 UTC,view,12717850,2053013553559896355,,nokian,180.18,535505585,f2b4e0de-c842-4b63-a4b3-fef1d359e74f
2019-10-22 18:17:19 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,246.73,562570228,61bfcdca-a240-43b0-a62f-3c73263e41bf
2019-10-03 11:07:38 UTC,view,1005102,2053013555631882655,electronics.smartphone,xiaomi,437.33,526556619,dbd05355-0e18-4086-9120-6f9c3658eb2a
2019-10-26 05:31:36 UTC,view,3600661,2053013563810775923,appliances.kitchen.washer,samsung,295.76,529519878,ca02f877-db3b-4bf9-bf53-633758296d99
2019-10-14 16:46:19 UTC,view,5700282,2053013553970938175,auto.accessories.player,alpine,167.06,560194825,996a0d1b-b359-4d32-a1fe-2a33826990ea
2019-10-03 05:20:11 UTC,view,4700478,2053013560899928785,auto.accessories.videoregister,sho-me,142.68,555253218,d7478b90-f3c4-4079-b260-93a66344da9b
2019-10-02 12:38:30 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,462.61,512525930,664e0c74-8943-eb51-5436-769af23cf117
2019-10-14 16:47:01 UTC,view,1002528,2053013555631882655,electronics.smartphone,apple,643.23,533731880,8fac6911-a7f3-4ad7-b2ac-280a3913b25a
2019-10-28 03:38:59 UTC,view,2501719,2053013564003713919,appliances.kitchen.oven,hansa,359.76,513277700,9150f7d2-c6f0-42f7-a0c0-840d399416fb
2019-10-12 17:54:26 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,1003.85,559569280,f2990c7f-fd5a-4fde-b8c6-5e45af68a9a2
2019-10-17 10:14:56 UTC,view,4201541,2053013552351936731,appliances.environment.air_conditioner,artel,898.35,552090704,10d16abf-53e2-4238-8703-059212a0d10a
2019-10-09 15:06:34 UTC,view,13201181,2053013557192163841,furniture.bedroom.bed,brw,237.59,555262796,afd80c48-93a4-4f9a-bab0-43a073345632
2019-10-28 16:35:07 UTC,view,1005139,2053013555631882655,electronics.smartphone,apple,2059.23,541354293,7e74214a-f36c-4378-8bf2-19f572c5127e
2019-10-03 05:22:03 UTC,view,5100846,2053013553341792533,electronics.clocks,xiaomi,180.16,528401183,694116d9-d021-46aa-9f0e-d52ae0fe07db
2019-10-27 07:08:31 UTC,view,7101347,2053013555464110485,furniture.bedroom.bed,incanto,205.9,524004013,150c60a0-990d-44f9-96e2-baa6ebfc0515
2019-10-10 14:03:15 UTC,view,6400340,2053013554121933129,computers.components.cpu,amd,311.08,535171390,198f0b94-f53c-4f2b-bc71-e55481f256d8
2019-10-07 17:55:47 UTC,view,12720059,2053013553559896355,,kumho,98.46,530821069,43fa833e-dfe9-450a-8458-e5f8f017adfe
2019-10-27 08:46:19 UTC,view,1004038,2053013555631882655,electronics.smartphone,xiaomi,166.75,564627532,bd73539b-056c-4ed2-b71f-7a575625b02f
2019-10-11 16:46:41 UTC,view,3601490,2053013563810775923,appliances.kitchen.washer,candy,290.3,516338934,d6c554e7-2893-3e24-0ceb-d192b4680487
2019-10-11 18:48:35 UTC,view,1801739,2053013554415534427,electronics.video.tv,samsung,289.56,556175578,c92a8730-87d0-4fcb-84d7-601c0bd89436
2019-10-15 19:40:23 UTC,view,6900446,2053013560312726199,furniture.living_room.chair,zlatek,37.3,559736664,eeb42a32-ee3e-41c0-b9bb-e81dbae564f2
2019-10-21 12:37:06 UTC,view,4100126,2053013561218695907,,sony,331.54,519794183,7dcfe624-c507-4509-a321-15f96996f9e0
2019-10-28 08:17:06 UTC,view,1004920,2053013555631882655,electronics.smartphone,apple,952.15,546517118,13b6cdb2-52c3-40ca-a918-94277b720b03
2019-10-22 03:25:55 UTC,view,1004863,2053013555631882655,electronics.smartphone,samsung,170.72,544279817,114bb107-5f08-4cf2-bebe-b80da42c418a
2019-10-08 05:58:31 UTC,view,2701588,2053013563911439225,appliances.kitchen.refrigerators,samsung,547.99,513308285,63ca889c-e165-4f17-9c75-81bf3296a698
2019-10-28 07:52:50 UTC,view,1005100,2053013555631882655,electronics.smartphone,samsung,140.45,560682534,3456b05b-4298-4428-abb4-939f5a4d2390
2019-10-06 03:15:00 UTC,view,10800148,2053013554994348409,,saturn,12.52,552092412,4d87c2aa-7718-4d85-bba3-6a3d55530dc7
2019-10-23 06:21:32 UTC,view,5700311,2053013553970938175,auto.accessories.player,alpine,180.96,513223935,c327b32c-e477-4f15-b7dd-e416649a1bed
2019-10-07 17:39:05 UTC,view,1801990,2053013554415534427,electronics.video.tv,lg,656.13,556755822,abfe10bc-9377-448b-84fe-02e189aaf330
2019-10-05 04:51:41 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,462.39,514578139,f470c84a-0dc5-4ea9-b439-848fe54e5347
2019-10-12 14:11:16 UTC,view,5701080,2053013553970938175,auto.accessories.player,jvc,72.07,517874577,fa863fd5-ec50-4619-80a8-b2ecf545496f
2019-10-07 18:47:30 UTC,view,28100138,2053013564918072245,,,105.02,518089072,a6725a41-8bb2-43bd-ab2a-872a05e845ef
2019-10-18 05:04:24 UTC,view,26401458,2053013563651392361,,lucente,105.54,515035434,1405477c-bad2-4dd4-bf72-c8f5496265ea
2019-10-14 06:27:16 UTC,view,1004433,2053013555631882655,electronics.smartphone,samsung,257.15,533001257,9d24343c-f3d3-4a17-a13a-0c356b2cb572
2019-10-30 12:27:19 UTC,view,4900167,2053013555220840837,appliances.kitchen.juicer,braun,28.29,563083036,563ce3cb-2de6-4a1e-8c7d-c8db54d78328
2019-10-16 08:45:42 UTC,view,5100816,2053013553375346967,,xiaomi,28.28,518784322,a0217306-4765-4dea-b364-81b0fe6335f3
2019-10-19 19:57:39 UTC,view,3701005,2053013565983425517,appliances.environment.vacuum,philips,308.86,516626022,ec7fd31f-7306-4ebf-8fa4-bcd7f57450b9
2019-10-20 04:26:52 UTC,view,28719609,2053013565228450757,apparel.shoes,baden,62.81,562106828,936ef18f-5eb6-48b4-9960-3cc6aad7afb1
2019-10-28 11:38:15 UTC,view,5700791,2053013553970938175,auto.accessories.player,sony,61.66,565027740,a5cc1329-6733-4769-abb8-b6fa293ac61e
2019-10-21 17:46:54 UTC,view,22700758,2053013556168753601,,forcekraft,86.23,517829556,cfc73fee-42ed-4860-83d3-bd3e2782fe54
2019-10-29 07:02:54 UTC,view,4500278,2053013563877884791,appliances.kitchen.hob,hansa,332.39,539230370,d109e7ea-637a-4db3-bcc7-09a347d8ec2a
2019-10-29 03:29:50 UTC,view,5701122,2053013553970938175,auto.accessories.player,kenwood,51.48,512688476,cd85dabd-5f38-4285-8316-48aac747b3e3
2019-10-07 16:54:56 UTC,view,1004249,2053013555631882655,electronics.smartphone,apple,740.97,513476526,7239c1ea-98c1-4d65-a476-5b50256f05eb
2019-10-04 08:17:32 UTC,view,1004159,2053013555631882655,electronics.smartphone,samsung,1253.47,531611729,1ce6a003-e18a-40ba-a6f0-77874d0520c7
2019-10-26 14:13:46 UTC,view,25200032,2053013562082722579,,,7.47,527906263,c900bed3-cc52-47b5-aa5b-4d1e7340a4e0
2019-10-08 15:44:33 UTC,view,12702958,2053013553559896355,,cordiant,42.47,526619565,c9bc4656-c89f-40b5-b1a3-9e02fd8aae05
2019-10-08 07:14:52 UTC,view,1002524,2053013555631882655,electronics.smartphone,apple,521.25,547928841,301201d3-ff9b-4deb-a6a6-032d5b346f12
2019-10-14 09:50:42 UTC,view,2800426,2053013563835941749,appliances.kitchen.refrigerators,haier,378.09,560073304,906fb5eb-b4fa-4303-9844-ee3e33084cc7
2019-10-20 07:01:35 UTC,view,38900028,2085718636156158307,,,38.59,522668185,476d4baf-61e8-44c4-babb-be05942c7e82
2019-10-08 10:18:31 UTC,view,1004565,2053013555631882655,electronics.smartphone,huawei,169.61,546921278,b70122c7-ccb3-431e-ad28-19519391886b
2019-10-19 14:25:31 UTC,view,1005217,2053013555631882655,electronics.smartphone,xiaomi,158.31,561933351,0c9debb6-47cd-46e2-8eb0-a49f9bbdbc65
2019-10-17 19:40:14 UTC,view,1005205,2053013555631882655,electronics.smartphone,oppo,256.88,538787626,060f8ecf-138e-4f23-abc2-5c0b2701328c
2019-10-02 14:35:48 UTC,view,18400268,2053013553912217915,,gladen,214.93,517085634,6f2b9e12-459d-4eb5-bcd7-a4b20f96fa79
2019-10-17 09:02:46 UTC,view,26400488,2053013563651392361,,,229.09,556707928,100b0fc7-5f9d-4abe-acd9-650d0b90711a
2019-10-13 08:15:55 UTC,view,1005144,2053013555631882655,electronics.smartphone,apple,1741.98,518660906,2435631e-9fb3-41ac-bb66-36445a2f4460
